Ponto de Venda,Data,Origem / mídia da sessão,Campanha da sessão,Sessões,Transações,Receita,Origem Agrupada
Site,01/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,1121,55,5742.310002999999,Outros Canais
Site,16/09/2025,google / cpc,Guanabara-Search-Marca,1120,83,13643.159997999996,Outros Canais
Site,14/03/2025,google-play / organic,(not set),1119,67,10956.050028000001,Outros Canais
Site,06/02/2025,google-play / organic,(not set),1115,64,10993.660003,Outros Canais
Site,17/02/2025,google-play / organic,(not set),1115,50,10587.430004,Outros Canais
Site,09/12/2025,CRM,4313811038134564629,1115,10,1546.619997,CRM
Site,25/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,1114,52,5808.080025,Outros Canais
Site,21/02/2026,google / cpc,Guanabara-Search-Marca,1112,115,17520.629977,Outros Canais
Site,19/05/2026,google-play / organic,(not set),1109,120,17914.72999,Outros Canais
Site,04/03/2026,google / cpc,Guanabara-Search-Marca,1108,77,10010.719958,Outros Canais
Site,30/03/2025,google-play / organic,(not set),1106,58,11171.070007,Outros Canais
Site,06/04/2025,google-play / organic,(not set),1106,61,9226.74,Outros Canais
Site,11/03/2025,google-play / organic,(not set),1104,57,10651.069982,Outros Canais
Site,25/03/2025,google-play / organic,(not set),1104,71,8513.999996999999,Outros Canais
Site,23/04/2025,google / cpc,Guanabara-Search-Marca,1104,17,2815.4800019999993,Outros Canais
Site,16/02/2025,google-play / organic,(not set),1103,50,9464.719979,Outros Canais
Site,21/03/2025,google-play / organic,(not set),1102,64,12627.99,Outros Canais
Site,25/02/2026,google / cpc,Guanabara-Search-Marca,1101,94,15497.899997000006,Outros Canais
Site,08/04/2025,google-play / organic,(not set),1094,49,10888.359997,Outros Canais
Site,03/06/2025,google / cpc,Guanabara-Search-Marca,1093,47,10695.159979,Outros Canais
Site,06/06/2025,google / cpc,Guanabara-Search-Marca,1091,57,11644.230010000001,Outros Canais
Site,28/02/2026,google / cpc,Guanabara-Search-Marca,1090,94,11908.810005000001,Outros Canais
Site,21/02/2025,google-play / organic,(not set),1089,60,9640.22002,Outros Canais
Site,28/08/2025,google / cpc,Guanabara-Search-Marca,1089,90,24405.100009999995,Outros Canais
Site,06/03/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,1085,124,16355.059977,CRM
Site,17/04/2026,google-play / organic,(not set),1085,80,17501.109987,Outros Canais
Site,18/09/2025,google / cpc,Guanabara-Search-Marca,1083,77,11030.079989999997,Outros Canais
Site,11/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,1083,69,10442.71002,Outros Canais
Site,19/02/2025,google-play / organic,(not set),1082,60,9281.249978,Outros Canais
Site,11/02/2025,google-play / organic,(not set),1081,49,9775.180003000001,Outros Canais
Site,07/06/2025,google / cpc,Guanabara-Search-Marca,1080,47,6878.400017999998,Outros Canais
Site,23/08/2025,google / cpc,Guanabara-Search-Marca,1079,69,11178.50001,Outros Canais
Site,09/02/2025,google-play / organic,(not set),1075,65,11099.440032,Outros Canais
Site,12/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,1075,36,6595.2299969999995,Outros Canais
Site,23/09/2025,google / cpc,Guanabara-Search-Marca,1075,92,18672.71002,Outros Canais
Site,17/03/2026,google / cpc,P.Max-Geral-Brasil,1075,80,10021.290029,Outros Canais
Site,12/04/2026,google / cpc,P.Max-Geral-Brasil,1075,123,15434.049996000002,Outros Canais
Site,02/02/2026,Insider,20260129_guanabara_insider_inapp_idaevolta10,1072,150,23109.880041,CRM
Site,25/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,1070,72,10400.450005,Outros Canais
Site,28/03/2025,google-play / organic,(not set),1068,68,9603.599997,Outros Canais
Site,04/11/2025,google-play / organic,(not set),1068,66,11306.660007999999,Outros Canais
Site,19/04/2025,google / cpc,Guanabara-Search-Marca,1067,11,1521.530005,Outros Canais
Site,10/09/2025,google / cpc,Guanabara-Search-Marca,1065,74,10844.490024,Outros Canais
Site,04/12/2025,CRM,2529154328924547197,1065,18,3542.559992,CRM
Site,03/02/2026,google / cpc,Conversao_Carnaval26_Youtube,1065,52,4388.759991,Outros Canais
Site,03/04/2025,google-play / organic,(not set),1063,52,8402.140013,Outros Canais
Site,16/03/2026,Insider,20260223_inapp_cupom_idaevolta10_consumidor,1062,145,21093.489965,CRM
Site,07/05/2026,google-play / organic,(not set),1061,85,12602.069978,Outros Canais
Site,23/04/2025,google-play / organic,(not set),1060,10,2494.950001,Outros Canais
Site,24/04/2025,google / cpc,Guanabara-Search-Marca,1059,16,1408.7500010000003,Outros Canais
Site,24/04/2025,google-play / organic,(not set),1056,9,1290.3599920000001,Outros Canais
Site,07/02/2026,google / cpc,Conversao_Carnaval26_Youtube,1055,73,8741.30002,Outros Canais
Site,27/03/2025,google-play / organic,(not set),1054,51,8609.219989000001,Outros Canais
Site,01/11/2025,google / cpc,Performance -Guanabara-App-Android-Install-CPA,1054,50,7415.679981,Outros Canais
Site,18/11/2025,CRM,7444696563559832053,1052,19,3231.2,CRM
Site,18/02/2025,google-play / organic,(not set),1051,52,9999.020005999999,Outros Canais
Site,05/03/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,1051,134,23186.40002,CRM
Site,02/02/2025,google-play / organic,(not set),1050,63,11660.569995,Outros Canais
Site,23/03/2025,google-play / organic,(not set),1050,54,8559.840016,Outros Canais
Site,02/11/2025,google / cpc,Performance -Guanabara-App-Android-Install-CPA,1049,34,7627.970010000001,Outros Canais
Site,30/08/2025,google / cpc,Guanabara-Search-Marca,1047,60,6583.819991,Outros Canais
Site,23/12/2025,google-play / organic,(not set),1047,42,9639.459982,Outros Canais
Site,20/02/2026,CRM,8694777457981271375,1047,13,1962.510015,CRM
Site,19/03/2026,google / cpc,Performance -Guanabara-App-Android-Install-CPA,1047,54,8819.34002,Outros Canais
Site,25/01/2025,google-play / organic,(not set),1046,70,13200.030005,Outros Canais
Site,18/02/2026,google / cpc,Conversao_Carnaval26_Youtube,1045,55,7659.479980999999,Outros Canais
Site,03/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,1045,62,8665.330028,Outros Canais
Site,15/04/2026,(not set),(not set),1045,77,9711.090032999999,Outros Canais
Site,16/04/2026,google-play / organic,(not set),1045,84,12023.770017,Outros Canais
Site,18/03/2025,google-play / organic,(not set),1044,53,7935.249995,Outros Canais
Site,06/09/2025,google / cpc,Guanabara-Search-Marca,1044,68,8651.330018,Outros Canais
Site,08/02/2025,google-play / organic,(not set),1042,58,9054.570006,Outros Canais
Site,21/09/2025,google / cpc,Guanabara-Search-Marca,1042,72,9151.720037000001,Outros Canais
Site,12/04/2025,google-play / organic,(not set),1041,12,2494.1400009999998,Outros Canais
Site,24/09/2025,google / cpc,Guanabara-Search-Marca,1040,63,9453.210001000001,Outros Canais
Site,17/05/2026,google-play / organic,(not set),1040,122,19259.410038,Outros Canais
Site,17/03/2025,google-play / organic,(not set),1039,44,8657.400005,Outros Canais
Site,10/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,1039,48,12576.470001999998,Outros Canais
Site,15/03/2026,Insider,20260223_inapp_cupom_idaevolta10_consumidor,1036,161,25459.389996,CRM
Site,13/04/2026,google-play / organic,(not set),1035,104,16400.570014,Outros Canais
Site,21/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,1034,44,4809.270004999999,Outros Canais
Site,07/03/2026,google / cpc,DemandGen-NovosCompradores,1034,32,4688.909982999999,Outros Canais
Site,15/02/2025,google-play / organic,(not set),1033,51,11080.510001,Outros Canais
Site,29/04/2025,google / cpc,Guanabara-Search-Marca,1033,11,2464.1,Outros Canais
Site,08/03/2026,google / cpc,DemandGen-NovosCompradores,1031,60,8661.310023000002,Outros Canais
Site,30/03/2026,google-play / organic,(not set),1027,73,11202.700009,Outros Canais
Site,12/11/2025,CRM,8033596260742460385,1026,15,1873.3300000000002,CRM
Site,17/02/2026,Insider,20260129_guanabara_insider_inapp_idaevolta10,1024,136,18474.930002,CRM
Site,27/09/2025,google / cpc,Guanabara-Search-Marca,1023,57,6461.649999999999,Outros Canais
Site,30/04/2026,google-play / organic,(not set),1023,93,17769.610036,Outros Canais
Site,30/05/2025,google / cpc,Guanabara-Search-Marca,1022,24,3422.990010000001,Outros Canais
Site,31/12/2025,CRM,1038606430677604860,1019,13,7496.229997,CRM
Site,08/05/2025,google / cpc,Guanabara-Search-Marca,1018,15,2393.869997,Outros Canais
Site,11/03/2026,google / cpc,DemandGen-NovosCompradores,1017,31,3708.360002,Outros Canais
Site,13/09/2025,google / cpc,Guanabara-Search-Marca,1016,61,8713.680004999998,Outros Canais
Site,03/03/2026,google / cpc,DemandGen-NovosCompradores,1016,37,7590.959987000001,Outros Canais
Site,22/12/2025,google-play / organic,(not set),1014,62,12758.440006,Outros Canais
Site,18/03/2026,google / cpc,P.Max-Geral-Brasil,1014,59,6687.550011,Outros Canais
Site,02/04/2025,google-play / organic,(not set),1013,47,10351.029997000001,Outros Canais
Site,16/04/2026,(not set),(not set),1012,102,15815.700013999998,Outros Canais
Site,23/02/2025,google-play / organic,(not set),1011,43,7110.329994,Outros Canais
Site,08/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,1010,38,7828.149996,Outros Canais
Site,20/03/2026,google / cpc,P.Max-Geral-Brasil,1009,55,7905.359989,Outros Canais
Site,24/03/2026,google-play / organic,(not set),1009,65,10271.109978,Outros Canais
Site,19/03/2025,google-play / organic,(not set),1007,48,9123.079993,Outros Canais
Site,13/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,1007,45,6679.780004,Outros Canais
Site,12/05/2026,google-play / organic,(not set),1007,95,16622.970004,Outros Canais
Site,28/04/2025,google / cpc,Guanabara-Search-Marca,1006,10,2216.359994,Outros Canais
Site,17/09/2025,google / cpc,Guanabara-Search-Marca,1005,66,8959.400015,Outros Canais
Site,08/01/2026,google-play / organic,(not set),1004,63,8708.180021,Outros Canais
Site,05/01/2026,google-play / organic,(not set),1003,81,16698.600004,Outros Canais
Site,05/04/2025,google-play / organic,(not set),1002,57,12909.259981,Outros Canais
Site,09/03/2025,google-play / organic,(not set),1001,62,9623.680002,Outros Canais
Site,06/01/2026,google-play / organic,(not set),1000,61,12526.780016,Outros Canais
Site,08/12/2025,CRM,6801061770104960983,997,30,7100.1699929999995,CRM
Site,22/03/2025,google-play / organic,(not set),996,76,11888.950013,Outros Canais
Site,27/05/2025,google / cpc,Guanabara-Search-Marca,996,24,3020.870007,Outros Canais
Site,29/05/2025,google / cpc,Guanabara-Search-Marca,996,20,3146.2200030000004,Outros Canais
Site,11/12/2025,google-play / organic,(not set),996,51,10743.529994999999,Outros Canais
Site,02/03/2026,google / cpc,DemandGen-NovosCompradores,996,41,7504.049988000001,Outros Canais
Site,08/05/2026,google-play / organic,(not set),996,87,13612.970001,Outros Canais
Site,16/05/2026,google-play / organic,(not set),995,99,14795.139976999999,Outros Canais
Site,20/03/2025,google-play / organic,(not set),994,51,8440.209992,Outros Canais
Site,10/04/2025,google / cpc,Guanabara-Search-Marca,991,15,3480.1299940000004,Outros Canais
Site,25/04/2025,google-play / organic,(not set),991,12,1918.9499970000002,Outros Canais
Site,26/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,991,62,6485.680004,Outros Canais
Site,19/03/2026,google / cpc,P.Max-Geral-Brasil,990,71,6693.4699709999995,Outros Canais
Site,20/01/2025,google / cpc,P.Max-Geral-Brasil,988,24,8184.729987000001,Outros Canais
Site,05/05/2026,google-play / organic,(not set),988,71,12618.260028,Outros Canais
Site,29/03/2025,google-play / organic,(not set),987,51,9771.869997,Outros Canais
Site,14/04/2026,google-play / organic,(not set),986,70,15192.789976,Outros Canais
Site,27/11/2025,CRM,8952832365016613805,984,22,6895.420004,CRM
Site,26/03/2026,google-play / organic,(not set),984,86,15248.939973,Outros Canais
Site,15/05/2025,google / cpc,Guanabara-Search-Marca,983,25,3676.2200040000007,Outros Canais
Site,04/01/2026,google-play / organic,(not set),983,54,12397.300016000001,Outros Canais
Site,13/04/2025,google / cpc,Guanabara-Search-Marca,981,9,1887.7399959999998,Outros Canais
Site,29/12/2025,google-play / organic,(not set),981,52,13446.340002,Outros Canais
Site,11/04/2025,google / cpc,Guanabara-Search-Marca,979,10,2721.7699900000002,Outros Canais
Site,27/11/2025,google-play / organic,(not set),978,88,16754.60001,Outros Canais
Site,07/04/2026,google-play / organic,(not set),978,82,15210.339994999998,Outros Canais
Site,28/05/2025,google / cpc,Guanabara-Search-Marca,975,12,1426.5600189999998,Outros Canais
Site,25/04/2025,google / cpc,Guanabara-Search-Marca,974,9,1663.910003,Outros Canais
Site,22/02/2025,google-play / organic,(not set),972,60,10552.929973999999,Outros Canais
Site,08/03/2025,google-play / organic,(not set),971,61,8964.160013,Outros Canais
Site,09/04/2026,google-play / organic,(not set),970,79,11522.909996,Outros Canais
Site,04/05/2025,google / cpc,Guanabara-Search-Marca,969,16,1974.88,Outros Canais
Site,01/06/2025,google / cpc,Guanabara-Search-Marca,968,42,5353.8399930000005,Outros Canais
Site,03/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,967,55,12534.110013,Outros Canais
Site,12/03/2026,google / cpc,DemandGen-NovosCompradores,964,21,3162.75,Outros Canais
Site,21/04/2026,google-play / organic,(not set),964,81,9989.340002,Outros Canais
Site,06/02/2026,CRM,6317633239019793591,963,15,4025.21,CRM
Site,04/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,962,42,8415.42,Outros Canais
Site,04/12/2025,CRM,169713922599971933,962,15,2982.230004,CRM
Site,25/03/2026,google-play / organic,(not set),961,63,10983.520016,Outros Canais
Site,26/05/2025,google / cpc,Guanabara-Search-Marca,960,18,2562.9400030000006,Outros Canais
Site,19/12/2025,google-play / organic,(not set),954,70,15249.559990000002,Outros Canais
Site,20/04/2026,google-play / organic,(not set),954,100,19815.500057999998,Outros Canais
Site,18/02/2026,Insider,20260129_guanabara_insider_inapp_idaevolta10,953,69,10875.429981,CRM
Site,01/05/2025,google / cpc,Guanabara-Search-Marca,952,11,1718.9000050000002,Outros Canais
Site,02/05/2025,google / cpc,Guanabara-Search-Marca,952,13,2392.6399969999998,Outros Canais
Site,30/12/2025,google-play / organic,(not set),951,64,12549.999982000001,Outros Canais
Site,16/02/2026,Insider,20260129_guanabara_insider_inapp_idaevolta10,950,101,20683.849984,CRM
Site,07/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,949,45,10857.099994000002,Outros Canais
Site,03/01/2026,google-play / organic,(not set),947,42,6149.9100149999995,Outros Canais
Site,15/09/2025,CRM,1202545505807833190,944,8,1484.479997,CRM
Site,15/01/2025,google / cpc,P.Max-Geral-Brasil,943,39,8211.870007,Outros Canais
Site,26/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,943,59,5295.350001,Outros Canais
Site,01/05/2026,google-play / organic,(not set),942,78,13107.150005,Outros Canais
Site,20/09/2025,google / cpc,Guanabara-Search-Marca,941,64,9108.860036000002,Outros Canais
Site,27/12/2025,google-play / organic,(not set),941,52,12240.909999,Outros Canais
Site,16/01/2025,google / cpc,P.Max-Geral-Brasil,940,30,6843.4500020000005,Outros Canais
Site,06/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,940,46,11849.109992,Outros Canais
Site,02/03/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,939,123,14826.03998,CRM
Site,05/04/2026,google-play / organic,(not set),939,64,8579.609999,Outros Canais
Site,05/03/2025,google / cpc,P.Max-Geral-Brasil,938,26,5760.079992,Outros Canais
Site,17/01/2025,google / cpc,P.Max-Geral-Brasil,936,28,5184.419988,Outros Canais
Site,22/04/2026,google-play / organic,(not set),935,71,9125.960009999999,Outros Canais
Site,20/11/2025,google-play / organic,(not set),933,73,13238.929977,Outros Canais
Site,01/02/2026,Insider,20260129_guanabara_insider_inapp_idaevolta10,932,122,24006.689998,CRM
Site,06/05/2026,google-play / organic,(not set),930,80,14567.440003,Outros Canais
Site,08/04/2026,google-play / organic,(not set),929,84,10700.910016000002,Outros Canais
Site,11/05/2025,google / cpc,Guanabara-Search-Marca,928,22,5186.46,Outros Canais
Site,02/02/2026,google / cpc,Conversao_Carnaval26_Youtube,928,55,7536.109996,Outros Canais
Site,05/06/2025,google / cpc,Guanabara-Search-Marca,927,42,6237.619992999999,Outros Canais
Site,05/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,927,42,8416.059986999999,Outros Canais
Site,30/01/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,927,56,6943.680009999999,Outros Canais
Site,17/11/2025,google-play / organic,(not set),926,85,12630.680001,Outros Canais
Site,27/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,926,64,7780.859999,Outros Canais
Site,14/01/2025,google / cpc,P.Max-Geral-Brasil,925,36,9216.799985000001,Outros Canais
Site,02/06/2025,google / cpc,Guanabara-Search-Marca,925,42,7756.9400000000005,Outros Canais
Site,24/01/2025,google / cpc,P.Max-Geral-Brasil,924,30,7303.229999000001,Outros Canais
Site,16/09/2025,CRM,3137295400728471512,923,14,2099.329999,CRM
Site,10/04/2026,google-play / organic,(not set),923,73,12145.61,Outros Canais
Site,27/01/2025,google / cpc,P.Max-Geral-Brasil,921,26,4520.479997,Outros Canais
Site,25/11/2025,CRM,2786628406131070304,921,27,6291.429993,CRM
Site,03/03/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,920,149,19740.969991,CRM
Site,07/01/2026,google-play / organic,(not set),919,68,14893.720028,Outros Canais
Site,06/05/2025,google / cpc,Guanabara-Search-Marca,916,18,3512.5599840000004,Outros Canais
Site,09/01/2026,google-play / organic,(not set),916,52,11019.460007,Outros Canais
Site,27/04/2026,google-play / organic,(not set),916,63,9417.960015,Outros Canais
Site,20/05/2025,google / cpc,Guanabara-Search-Marca,915,18,2997.469993,Outros Canais
Site,11/02/2026,CRM,8495085378437166757,915,10,1690.4899990000001,CRM
Site,29/04/2026,google-play / organic,(not set),915,99,15259.540020999999,Outros Canais
Site,11/05/2026,google-play / organic,(not set),915,77,11508.079978,Outros Canais
Site,05/02/2025,google / cpc,P.Max-Geral-Brasil,913,22,3592.429995,Outros Canais
Site,24/11/2025,google-play / organic,(not set),913,87,12677.82,Outros Canais
Site,23/05/2025,google / cpc,Guanabara-Search-Marca,912,12,1495.4000100000003,Outros Canais
Site,25/12/2025,google-play / organic,(not set),912,68,11060.659991999999,Outros Canais
Site,01/12/2025,CRM,669614358925383045,911,7,1199.589998,CRM
Site,12/01/2026,google-play / organic,(not set),911,66,10897.389983,Outros Canais
Site,18/12/2025,google-play / organic,(not set),908,33,4491.800019,Outros Canais
Site,27/03/2026,google-play / organic,(not set),908,74,9476.179974,Outros Canais
Site,07/02/2025,google / cpc,P.Max-Geral-Brasil,907,26,3263.3899920000003,Outros Canais
Site,16/06/2025,google-play / organic,(not set),907,53,9611.330011999999,Outros Canais
Site,06/01/2025,google / cpc,P.Max-Geral-Brasil,906,21,6630.000006,Outros Canais
Site,09/04/2025,google / cpc,Guanabara-Search-Marca,906,15,3343.4500010000006,Outros Canais
Site,03/02/2026,google / cpc,P.Max-Geral-Brasil,906,62,10981.979980000002,Outros Canais
Site,13/05/2025,google / cpc,Guanabara-Search-Marca,905,19,2488.959999,Outros Canais
Site,28/04/2026,google-play / organic,(not set),905,80,12565.369987,Outros Canais
Site,13/01/2025,google / cpc,P.Max-Geral-Brasil,904,26,6945.669983000001,Outros Canais
Site,03/04/2026,google-play / organic,(not set),903,68,8089.949973999999,Outros Canais
Site,28/12/2025,google-play / organic,(not set),901,46,7114.09001,Outros Canais
Site,02/01/2025,CRM,3394795533716992827,900,6,747.269997,CRM
Site,01/01/2026,google-play / organic,(not set),900,72,15865.720003999999,Outros Canais
Site,06/02/2025,google / cpc,P.Max-Geral-Brasil,899,23,2688.470003,Outros Canais
Site,21/01/2025,google / cpc,P.Max-Geral-Brasil,896,26,5061.019996999999,Outros Canais
Site,04/04/2025,google / cpc,Guanabara-Search-Marca,896,26,4539.469992999999,Outros Canais
Site,30/04/2025,google-play / organic,(not set),896,20,2512.530005,Outros Canais
Site,09/05/2025,google / cpc,Guanabara-Search-Marca,896,25,4065.559996,Outros Canais
Site,15/12/2025,google-play / organic,(not set),896,69,22426.810014000002,Outros Canais
Site,26/08/2025,CRM,659376357515641721,895,6,1340.8499980000001,CRM
Site,28/02/2025,google / cpc,P.Max-Geral-Brasil,894,18,3638.8900030000004,Outros Canais
Site,02/07/2025,google-play / organic,(not set),893,42,10734.959983,Outros Canais
Site,02/02/2026,google / cpc,P.Max-Geral-Brasil,892,51,5633.38999,Outros Canais
Site,23/01/2025,google / cpc,P.Max-Geral-Brasil,890,21,3826.129993,Outros Canais
Site,04/05/2026,google-play / organic,(not set),890,78,14556.520011,Outros Canais
Site,08/04/2025,google / cpc,Guanabara-Search-Marca,888,12,1762.2800039999997,Outros Canais
Site,25/05/2025,google / cpc,Guanabara-Search-Marca,888,23,3330.559992999999,Outros Canais
Site,21/05/2025,google / cpc,Guanabara-Search-Marca,886,14,2092.0599989999996,Outros Canais
Site,01/03/2026,google / cpc,DemandGen-NovosCompradores,886,26,3154.539999,Outros Canais
Site,03/01/2025,google / cpc,P.Max-Geral-Brasil,884,32,9462.839998,Outros Canais
Site,29/01/2025,google / cpc,P.Max-Geral-Brasil,883,29,6320.070016,Outros Canais
Site,15/04/2026,google-play / organic,(not set),883,65,12286.259997000001,Outros Canais
Site,15/09/2025,(not set),(not set),882,6,247.240003,Outros Canais
Site,02/02/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),882,33,5628.210005,Outros Canais
Site,16/03/2025,google-play / organic,(not set),881,49,7706.7399909999995,Outros Canais
Site,22/01/2025,google / cpc,P.Max-Geral-Brasil,880,22,4913.479998,Outros Canais
Site,24/02/2025,google / cpc,P.Max-Geral-Brasil,880,29,5549.080004,Outros Canais
Site,09/06/2025,google-play / organic,(not set),878,54,12827.52001,Outros Canais
Site,03/04/2025,google / cpc,Guanabara-Search-Marca,877,22,5629.230001,Outros Canais
Site,15/02/2026,Insider,20260129_guanabara_insider_inapp_idaevolta10,876,84,12805.149996,CRM
Site,12/04/2025,google / cpc,Guanabara-Search-Marca,875,9,1504.6100040000001,Outros Canais
Site,31/05/2025,google / cpc,Guanabara-Search-Marca,874,29,6651.399987,Outros Canais
Site,30/01/2026,CRM,1681045283096878115,874,25,3661.769982,CRM
Site,01/02/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),874,38,6254.140010000001,Outros Canais
Site,17/03/2026,Insider,20260223_inapp_cupom_idaevolta10_consumidor,874,114,16897.819989,CRM
Site,26/04/2025,google / cpc,Guanabara-Search-Marca,873,14,1363.180018,Outros Canais
Site,04/03/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,873,125,20228.399977,CRM
Site,27/02/2025,google / cpc,P.Max-Geral-Brasil,872,21,3982.620011,Outros Canais
Site,24/12/2025,google-play / organic,(not set),872,61,7011.91001,Outros Canais
Site,06/06/2025,google-play / organic,(not set),871,49,8176.130010999999,Outros Canais
Site,10/02/2025,google / cpc,P.Max-Geral-Brasil,870,31,7099.129982,Outros Canais
Site,26/02/2025,google / cpc,P.Max-Geral-Brasil,869,21,4784.569994,Outros Canais
Site,04/02/2026,google / cpc,P.Max-Geral-Brasil,869,53,6829.790011,Outros Canais
Site,07/04/2025,google / cpc,Guanabara-Search-Marca,868,24,8014.399992999999,Outros Canais
Site,20/02/2025,google / cpc,P.Max-Geral-Brasil,867,30,5948.809982,Outros Canais
Site,05/05/2025,google / cpc,Guanabara-Search-Marca,867,16,2090.2899979999997,Outros Canais
Site,17/06/2025,google-play / organic,(not set),867,36,5050.889987999999,Outros Canais
Site,16/12/2025,google-play / organic,(not set),867,44,7685.069989,Outros Canais
Site,03/05/2026,google-play / organic,(not set),867,69,8589.070012,Outros Canais
Site,13/03/2026,Insider,20260223_inapp_cupom_idaevolta10_consumidor,866,108,17160.289977999997,CRM
Site,02/01/2025,google / cpc,P.Max-Geral-Brasil,865,30,10127.330012,Outros Canais
Site,05/03/2026,CRM,1145128569384821886,865,15,2435.169998,CRM
Site,29/04/2026,CRM,2499708165490292873,863,12,3146.289992,CRM
Site,30/01/2025,google / cpc,P.Max-Geral-Brasil,862,33,4393.8899839999995,Outros Canais
Site,10/06/2025,google-play / organic,(not set),862,57,7692.220009,Outros Canais
Site,18/06/2025,google-play / organic,(not set),862,38,7816.41,Outros Canais
Site,01/03/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,862,126,13799.030005,CRM
Site,22/05/2025,google / cpc,Guanabara-Search-Marca,861,19,3358.6299960000006,Outros Canais
Site,01/04/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,860,51,5930.330003,Outros Canais
Site,28/11/2025,google-play / organic,(not set),858,99,20036.615027,Outros Canais
Site,15/01/2026,google-play / organic,(not set),858,68,9087.940001,Outros Canais
Site,02/01/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,857,24,4966.349986,Outros Canais
Site,31/03/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,857,42,7084.200002,Outros Canais
Site,03/01/2025,CRM,818178621894019118,854,6,956.439991,CRM
Site,24/06/2025,google / cpc,Performance -Guanabara-App-Android-Install,854,25,3813.6800089999997,Outros Canais
Site,31/01/2025,google / cpc,P.Max-Geral-Brasil,853,17,3280.679993,Outros Canais
Site,12/12/2025,google-play / organic,(not set),853,63,16450.950005,Outros Canais
Site,20/12/2025,google-play / organic,(not set),853,48,8318.589983,Outros Canais
Site,22/03/2026,google / cpc,P.Max-Geral-Brasil,851,57,6731.929998,Outros Canais
Site,03/02/2025,google / cpc,P.Max-Geral-Brasil,850,27,6371.520007,Outros Canais
Site,21/12/2025,google-play / organic,(not set),850,48,10656.499973,Outros Canais
Site,16/01/2026,google-play / organic,(not set),849,59,9336.130006,Outros Canais
Site,28/02/2026,google / cpc,Guanabara-DemandGen-Rmkt-Search-Checkout,849,55,6233.320016000001,Outros Canais
Site,27/04/2025,google / cpc,Guanabara-Search-Marca,848,16,2724.779983,Outros Canais
Site,24/12/2025,CRM,8752500454121412211,848,34,7130.4600009999995,CRM
Site,19/02/2026,google / cpc,Conversao_Carnaval26_Youtube,847,41,6821.760009,Outros Canais
Site,15/03/2025,google-play / organic,(not set),845,43,9048.250014,Outros Canais
Site,23/11/2025,CRM,8043771959401081397,843,10,2170.929984,CRM
Site,13/06/2025,google-play / organic,(not set),841,48,10718.420022,Outros Canais
Site,03/09/2025,CRM,6516226804537067947,840,14,3738.8700049999998,CRM
Site,02/04/2025,google / cpc,Guanabara-Search-Marca,839,20,2779.4800090000003,Outros Canais
Site,13/11/2025,google-play / organic,(not set),839,55,12363.159996999999,Outros Canais
Site,27/02/2026,Insider,20260223_inapp_cupom_idaevolta10_generico,839,107,14479.939977,CRM
Site,08/07/2025,google / cpc,Performance -Guanabara-App-Engagement-ROAS,837,14,3668.2000009999992,Outros Canais
Site,05/11/2025,google-play / organic,(not set),837,50,10418.099983,Outros Canais
Site,08/12/2025,CRM,6246132697364945810,837,16,2921.399992,CRM
Site,13/01/2026,google-play / organic,(not set),837,67,13247.130034,Outros Canais
Site,11/06/2025,google-play / organic,(not set),836,46,10290.719979000001,Outros Canais
Site,19/12/2025,CRM,8890900775616755316,836,13,1505.1900050000002,CRM
Site,07/01/2025,google / cpc,P.Max-Geral-Brasil,835,33,10480.970006,Outros Canais
Site,07/01/2025,CRM,3840001497234512625,833,11,5981.2499960000005,CRM
Site,20/06/2025,google-play / organic,(not set),833,37,7614.589977,Outros Canais
